professional_key,nconst,name,multiple_profession_key,birthyear,deathyear
60267629,nm0000549,Roger Moore,1108,1927,2017
60267630,nm0000550,Kate Mulgrew,620,1955,
60267631,nm0000551,Dermot Mulroney,1169,1963,
60267632,nm0000552,Eddie Murphy,1361,1961,
60267633,nm0000553,Liam Neeson,961,1952,
60267634,nm0000554,Sam Neill,514,1947,
60267635,nm0000555,Judd Nelson,1361,1959,
60267636,nm0000556,Olivia Newton-John,186,1948,2022
60267637,nm0000557,Brigitte Nielsen,1237,1963,
60267638,nm0000558,Leslie Nielsen,961,1926,2010
60267639,nm0000559,Leonard Nimoy,514,1931,2015
60267640,nm0000560,Nick Nolte,961,1941,
60267641,nm0000561,Peter North,514,1957,
60267642,nm0000562,Jeremy Northam,1137,1961,
60267643,nm0000563,Chris O'Donnell,514,1970,
60267644,nm0000564,Peter O'Toole,961,1932,2013
60267645,nm0000565,Lena Olin,27,1955,
60267646,nm0000566,Julia Ormond,733,1965,
60267647,nm0000567,George Orwell,582,1903,1950
60267648,nm0000568,Frank Oz,361,1944,
60267649,nm0000569,Gwyneth Paltrow,1237,1972,
60267650,nm0000570,Alan Parker,944,1944,2020
60267651,nm0000571,Mary-Louise Parker,1237,1964,
60267652,nm0000572,Sarah Jessica Parker,462,1965,
60267653,nm0000573,Dolly Parton,652,1946,
60267654,nm0000574,Jason Patric,38,1966,
60267655,nm0000575,Alexandra Paul,620,1963,
60267656,nm0000576,Sean Penn,514,1960,
60267657,nm0000577,George Peppard,463,1928,1994
60267658,nm0000578,Anthony Perkins,169,1932,1992
60267659,nm0000579,Ron Perlman,961,1950,
60267660,nm0000580,Luke Perry,961,1966,2019
60267661,nm0000581,Joseph L. Mankiewicz,51,1909,1993
60267662,nm0000582,Joe Pesci,1137,1943,
60267663,nm0000583,Wolfgang Petersen,51,1941,2022
60267664,nm0000584,Amanda Peterson,27,1971,2015
60267665,nm0000585,Robert Picardo,965,1953,
60267666,nm0000586,Jada Pinkett Smith,620,1971,
60267667,nm0000587,Donald Pleasence,965,1919,1995
60267668,nm0000588,Martha Plimpton,678,1970,
60267669,nm0000589,Eve Plumb,1237,1958,
60267670,nm0000590,Edgar Allan Poe,850,1809,1849
60267671,nm0000591,Roman Polanski,1195,1933,
60267672,nm0000592,Pete Postlethwaite,38,1946,2011
60267673,nm0000593,Kelly Preston,2,1962,2020
60267674,nm0000594,Jason Priestley,514,1969,
60267675,nm0000595,Victoria Principal,633,1950,
60267676,nm0000596,Jonathan Pryce,961,1947,
60267677,nm0000597,Bill Pullman,169,1953,
60267678,nm0000598,Dennis Quaid,961,1954,
60267679,nm0000599,Kathleen Quinlan,249,1954,
60267680,nm0000600,Sam Raimi,1361,1959,
60267681,nm0000601,Harold Ramis,1361,1944,2014
60267682,nm0000602,Robert Redford,514,1936,
60267683,nm0000603,Vanessa Redgrave,1237,1937,
60267684,nm0000604,John C. Reilly,1361,1965,
60267685,nm0000605,Brad Renfro,965,1982,2008
60267686,nm0000606,Jean Reno,506,1948,
60267687,nm0000607,Paul Reubens,965,1952,2023
60267688,nm0000608,Burt Reynolds,514,1936,2018
60267689,nm0000609,Ving Rhames,1361,1959,
60267690,nm0000610,Giovanni Ribisi,1261,1974,
60267691,nm0000611,Ariana Richards,27,1979,
60267692,nm0000612,Denise Richards,1237,1971,
60267693,nm0000613,Joely Richardson,1237,1965,
60267694,nm0000614,Alan Rickman,965,1946,2016
60267695,nm0000615,John Ritter,961,1948,2003
60267696,nm0000616,Eric Roberts,961,1956,
60267697,nm0000617,Tanya Roberts,733,1949,2021
60267698,nm0000618,Isabella Rossellini,449,1952,
60267699,nm0000619,Tim Roth,961,1961,
60267700,nm0000620,Mickey Rourke,1361,1952,
60267701,nm0000621,Kurt Russell,961,1951,
60267702,nm0000622,Theresa Russell,989,1957,
60267703,nm0000623,Rene Russo,733,1954,
60267704,nm0000624,Laura San Giacomo,2,1961,
60267705,nm0000625,Fred Savage,514,1976,
60267706,nm0000626,John Sayles,1195,1950,
60267707,nm0000627,Greta Scacchi,27,1960,
60267708,nm0000628,Johnathon Schaech,1361,1969,
60267709,nm0000629,Claudia Schiffer,733,1970,
60267710,nm0000630,Liev Schreiber,1108,1967,
60267711,nm0000631,Ridley Scott,1250,1937,
60267712,nm0000632,Jerry Seinfeld,1361,1954,
60267713,nm0000633,Tom Selleck,1361,1945,
60267714,nm0000634,Peter Sellers,965,1925,1980
60267715,nm0000635,Yahoo Serious,1195,1953,
60267716,nm0000636,William Shakespeare,850,1564,1616
60267717,nm0000637,Tupac Shakur,1223,1971,1996
60267718,nm0000638,William Shatner,1361,1931,
60267719,nm0000639,Ally Sheedy,1237,1962,
60267720,nm0000640,Martin Sheen,961,1940,
60267721,nm0000641,Gary Sinise,514,1955,
60267722,nm0000642,Marina Sirtis,1237,1955,
60267723,nm0000643,Tom Skerritt,514,1933,
60267724,nm0000644,Helen Slater,678,1963,
60267725,nm0000645,Anna Nicole Smith,462,1967,2007
60267726,nm0000646,Jaclyn Smith,1237,1945,
60267727,nm0000647,Alan Smithee,514,,
60267728,nm0000648,Wesley Snipes,961,1962,
60267729,nm0000649,Paul Sorvino,169,1939,2022
60267730,nm0000650,Talisa Soto,27,1967,
60267731,nm0000651,Sissy Spacek,139,1949,
60267732,nm0000652,James Spader,961,1960,
60267733,nm0000653,Brent Spiner,169,1949,
60267734,nm0000654,Terence Stamp,169,1938,
60267735,nm0000655,Eric Stoltz,514,1961,
60267736,nm0000656,Madeleine Stowe,449,1958,
60267737,nm0000657,David Strathairn,961,1949,
60267738,nm0000658,Meryl Streep,678,1949,
60267739,nm0000659,Barbra Streisand,186,1942,
60267740,nm0000660,Tami Stronach,733,1972,
60267741,nm0000661,Donald Sutherland,961,1935,
60267742,nm0000662,Kiefer Sutherland,1108,1966,
60267743,nm0000663,Dominique Swain,438,1980,
60267744,nm0000664,Patrick Swayze,961,1952,2009
60267745,nm0000665,D.B. Sweeney,169,,
60267746,nm0000666,Lili Taylor,678,1967,
60267747,nm0000667,David Thewlis,965,1963,
60267748,nm0000668,Emma Thompson,678,1959,
60267749,nm0000669,Fred Thompson,506,1942,2015
60267750,nm0000670,Lea Thompson,249,1961,
60267751,nm0000671,Billy Bob Thornton,965,1955,
60267752,nm0000672,Meg Tilly,722,1960,
60267753,nm0000673,Marisa Tomei,1237,1964,
60267754,nm0000674,Tamlyn Tomita,620,1966,
60267755,nm0000675,Jeanne Tripplehorn,2,1963,
60267756,nm0000676,Chris Tucker,965,1971,
60267757,nm0000677,Robin Tunney,2,1972,
60267758,nm0000678,Kathleen Turner,1237,1954,
60267759,nm0000679,Deborah Kara Unger,462,1966,
60267760,nm0000680,Casper Van Dien,514,1968,
60267761,nm0000681,Vince Vaughn,1361,1970,
60267762,nm0000682,Paul Verhoeven,51,1938,
60267763,nm0000683,Gore Vidal,81,1925,2012
60267764,nm0000684,Nana Visitor,2,1957,
60267765,nm0000685,Jon Voight,1361,1938,
60267766,nm0000686,Christopher Walken,961,1943,
60267767,nm0000687,J.T. Walsh,506,1943,1998
60267768,nm0000688,Sela Ward,733,1956,
60267769,nm0000689,Julie Warner,249,1965,
60267770,nm0000690,Lesley Ann Warren,1237,1946,
60267771,nm0000691,John Waters,1195,1946,
60267772,nm0000692,Teri Weigel,27,1962,
60267773,nm0000693,Peter Weller,169,1947,
60267774,nm0000694,Wim Wenders,51,1945,
60267775,nm0000695,Joanne Whalley,27,1961,
60267776,nm0000696,Wil Wheaton,1361,1972,
60267777,nm0000697,Billy Wilder,51,1906,2002
60267778,nm0000698,Gene Wilder,965,1933,2016
60267779,nm0000699,Michael Wincott,506,1958,
60267780,nm0000700,Debra Winger,1237,1955,
60267781,nm0000701,Kate Winslet,1237,1975,
60267782,nm0000702,Reese Witherspoon,1237,1976,
60267783,nm0000703,BD Wong,169,1960,
60267784,nm0000704,Elijah Wood,961,1981,
60267785,nm0000705,Robin Wright,249,1966,
60267786,nm0000706,Michelle Yeoh,620,1962,
60267787,nm0000707,Sean Young,1217,1959,
60267788,nm0000708,Billy Zane,961,1966,
60267789,nm0000709,Robert Zemeckis,51,1952,
60267790,nm0000710,David Raksin,1082,1912,2004
60267791,nm0000711,Rick Baker,593,1950,
60267792,nm0000712,Steve Cohen,61,,
60267793,nm0000713,Joel Oliansky,1195,1935,2002
60267794,nm0000714,Willie Aames,1195,1960,
60267795,nm0000715,Caroline Aaron,462,1952,
60267796,nm0000716,Paula Abdul,989,1962,
60267797,nm0000717,Kareem Abdul-Jabbar,1361,1947,
60267798,nm0000718,Ian Abercrombie,1140,1934,2012
60267799,nm0000719,F. Murray Abraham,1137,1939,
60267800,nm0000720,Jim Abrahams,51,1944,
60267801,nm0000721,Victoria Abril,2,1959,
60267802,nm0000722,Joss Ackland,1137,1928,2023
60267803,nm0000723,Deborah Adair,27,1952,
60267804,nm0000724,Brooke Adams,620,1949,
60267805,nm0000725,Joey Lauren Adams,598,1968,
60267806,nm0000726,Maud Adams,417,1945,
60267807,nm0000727,Percy Adlon,51,1935,
60267808,nm0000728,Mario Adorf,965,1930,
60267809,nm0000729,Casey Affleck,1361,1975,
60267810,nm0000730,John Agar,640,1921,2002
60267811,nm0000731,Brian Aherne,1137,1902,1986
60267812,nm0000732,Danny Aiello,961,1933,2019
60267813,nm0000733,Anouk Aimée,27,1932,
60267814,nm0000734,Eddie Albert,961,1908,2005
60267815,nm0000735,Brian Aldiss,81,1925,2017
60267816,nm0000736,Robert Aldrich,721,1918,1983
60267817,nm0000737,Jane Alexander,1237,1939,
60267818,nm0000738,Muhammad Ali,965,1942,2016
60267819,nm0000739,Debbie Allen,249,1950,
60267820,nm0000740,Irwin Allen,51,1916,1991
60267821,nm0000741,Tim Allen,1108,1953,
60267822,nm0000742,June Allyson,2,1917,2006
60267823,nm0000743,Néstor Almendros,1059,1930,1992
60267824,nm0000744,Maria Conchita Alonso,1237,1957,
60267825,nm0000745,Carol Alt,462,1960,
60267826,nm0000746,Trini Alvarado,2,1967,
60267827,nm0000747,Don Ameche,169,1908,1993
60267828,nm0000748,Leon Ames,1137,1902,1993
60267829,nm0000749,Mädchen Amick,249,1970,
60267830,nm0000750,Jon Amiel,51,1948,
60267831,nm0000751,Suzy Amis,1237,1962,
60267832,nm0000752,Judith Anderson,2,1897,1992
60267833,nm0000753,Juliet Anderson,249,1938,2010
60267834,nm0000754,Kevin Anderson,212,1960,
60267835,nm0000755,Lindsay Anderson,1195,1923,1994
60267836,nm0000756,Loni Anderson,2,1945,
60267837,nm0000757,Melissa Sue Anderson,1237,1962,
60267838,nm0000758,Melody Anderson,27,1955,
60267839,nm0000759,Paul Thomas Anderson,51,1970,
60267840,nm0000760,Richard Dean Anderson,961,1950,
60267841,nm0000761,Bibi Andersson,2,1935,2019
60267842,nm0000762,Anthony Andrews,961,1948,
60267843,nm0000763,Dana Andrews,1137,1909,1992
60267844,nm0000764,André René Roussimoff,506,1946,1993
60267845,nm0000765,Pier Angeli,2,1932,1971
60267846,nm0000766,Theodoros Angelopoulos,51,1935,2012
60267847,nm0000767,Jean-Hugues Anglade,1195,1955,
60267848,nm0000768,Francesca Annis,27,1945,
60267849,nm0000769,Susan Anspach,2,1942,2018
60267850,nm0000770,David Anspaugh,1282,1946,
60267851,nm0000771,Lysette Anthony,733,1963,
60267852,nm0000772,Susan Anton,1237,1950,
60267853,nm0000773,Laura Antonelli,27,1941,2015
60267854,nm0000774,Michelangelo Antonioni,1142,1912,2007
60267855,nm0000775,Christina Applegate,1237,1971,
60267856,nm0000776,Michael Apted,200,1941,2021
60267857,nm0000777,Gregg Araki,51,1959,
60267858,nm0000778,Alfonso Arau,1195,1932,
60267859,nm0000779,Roscoe 'Fatty' Arbuckle,1195,1887,1933
60267860,nm0000780,Denys Arcand,1195,1941,
60267861,nm0000781,Eve Arden,2,1908,1990
60267862,nm0000782,Asia Argento,449,1975,
60267863,nm0000783,Dario Argento,51,1940,
60267864,nm0000784,Pedro Armendáriz,38,1912,1963
60267865,nm0000785,Alison Armitage,27,1965,
60267866,nm0000786,George Armitage,51,1942,
60267867,nm0000787,Bess Armstrong,27,1953,
60267868,nm0000788,Gillian Armstrong,51,1950,
60267869,nm0000789,Desi Arnaz,245,1917,1986
60267870,nm0000790,James Arness,1108,1923,2011
60267871,nm0000791,Jack Arnold,51,1912,1992
60267872,nm0000792,Tom Arnold,1361,1959,
60267873,nm0000793,Alexis Arquette,1051,1969,2016
60267874,nm0000794,Lewis Arquette,1361,1935,2001
60267875,nm0000795,Jean Arthur,2,1900,1991
60267876,nm0000796,Dana Ashbrook,81,1967,
60267877,nm0000797,Hal Ashby,1101,1929,1988
60267878,nm0000798,Linden Ashby,29,1960,
60267879,nm0000799,Edward Asner,961,1929,2021
60267880,nm0000800,Armand Assante,961,1949,
60267881,nm0000801,Olivier Assayas,51,1955,
60267882,nm0000802,Mary Astor,2,1906,1987
60267883,nm0000803,Christopher Atkins,1361,1961,
60267884,nm0000804,Stéphane Audran,2,1932,2018
60267885,nm0000805,Claudine Auger,2,1941,2019
60267886,nm0000806,Bille August,697,1948,
60267887,nm0000807,Jane Austen,582,1775,1817
60267888,nm0000808,Paul Auster,51,1947,
60267889,nm0000809,Daniel Auteuil,1195,1950,
60267890,nm0000810,Gene Autry,495,1907,1998
60267891,nm0000811,Frankie Avalon,961,1940,
60267892,nm0000812,Roger Avary,51,1965,
60267893,nm0000813,Tex Avery,1195,1908,1980
60267894,nm0000814,John G. Avildsen,1362,1935,2017
60267895,nm0000815,Mili Avital,1244,1972,
60267896,nm0000816,Jon Avnet,51,1949,
60267897,nm0000817,Lew Ayres,169,1908,1996
60267898,nm0000818,Shabana Azmi,218,1950,
60267899,nm0000819,Barbara Bach,2,1946,
60267900,nm0000820,Burt Bacharach,1082,1928,2023
60267901,nm0000821,Amitabh Bachchan,1361,1942,
60267902,nm0000822,Jim Backus,965,1913,1989
60267903,nm0000823,Angelo Badalamenti,1082,1937,2022
60267904,nm0000824,John Badham,514,1939,
60267905,nm0000825,Mary Badham,27,1952,
60267906,nm0000826,Jane Badler,1237,1953,
60267907,nm0000827,Maxine Bahns,27,1971,
60267908,nm0000828,Barbara Bain,2,1931,
60267909,nm0000829,Stuart Baird,1267,1947,
60267910,nm0000830,Oksana Baiul,27,1977,
60267911,nm0000832,Diane Baker,604,1938,
60267912,nm0000833,Joe Don Baker,511,1936,
60267913,nm0000834,Kathy Baker,733,1950,
60267914,nm0000835,Ralph Bakshi,1151,1938,
60267915,nm0000836,Scott Bakula,961,1954,
60267916,nm0000837,Bob Balaban,514,1945,
60267917,nm0000838,Daniel Baldwin,514,1960,
60267918,nm0000839,Ina Balin,620,1937,1990
60267919,nm0000840,Lucille Ball,604,1911,1989
60267920,nm0000841,Michael Ballhaus,1364,1935,2017
60267921,nm0000842,Martin Balsam,506,1919,1996
60267922,nm0000843,Anne Bancroft,598,1931,2005
60267923,nm0000844,Tamasaburô Bandô,1195,1950,
60267924,nm0000845,Tallulah Bankhead,27,1902,1968
60267925,nm0000846,Ian Bannen,1137,1928,1999
60267926,nm0000847,Theda Bara,722,1885,1955
60267927,nm0000848,Olivia Barash,1237,,
60267928,nm0000849,Javier Bardem,961,1969,
60267929,nm0000850,Clive Barker,1361,1952,
60267930,nm0000851,Lex Barker,506,1919,1973
60267931,nm0000852,Jean-Marc Barr,514,1960,
60267932,nm0000853,Bruno Barreto,51,1955,
60267933,nm0000854,Majel Barrett,620,1932,2008
60267934,nm0000855,Raymond J. Barry,506,1939,
60267935,nm0000856,Ethel Barrymore,27,1879,1959
60267936,nm0000857,John Drew Barrymore,29,1932,2004
60267937,nm0000858,John Barrymore,965,1882,1942
60267938,nm0000859,Lionel Barrymore,169,1878,1954
60267939,nm0000860,Paul Bartel,1195,1938,2000
60267940,nm0000861,Freddie Bartholomew,961,1924,1992
60267941,nm0000862,Robin Bartlett,734,1951,
60267942,nm0000863,Billy Barty,169,1924,2000
60267943,nm0000864,Mikhail Baryshnikov,1108,1948,
60267944,nm0000865,Richard Basehart,217,1914,1984
60267945,nm0000866,Saul Bass,606,1920,1996
60267946,nm0000867,Jason Bateman,514,1969,
60267947,nm0000868,Justine Bateman,1237,1966,
60267948,nm0000869,Alan Bates,961,1934,2003
60267949,nm0000870,Kathy Bates,598,1948,
60267950,nm0000871,Randall Batinkoff,514,1968,
60267951,nm0000872,Patrick Bauchau,1361,,
60267952,nm0000873,Belinda Bauer,27,1950,
60267953,nm0000874,Steven Bauer,961,1956,
60267954,nm0000875,L. Frank Baum,1283,1856,1919
60267955,nm0000876,Noah Baumbach,51,1969,
60267956,nm0000877,Lamberto Bava,721,1944,
60267957,nm0000878,Mario Bava,1186,1914,1980
60267958,nm0000879,Anne Baxter,2,1923,1985
60267959,nm0000880,Meredith Baxter,1237,1947,
60267960,nm0000881,Michael Bay,514,1965,
60267961,nm0000882,Nathalie Baye,678,1948,
60267962,nm0000883,Stephanie Beacham,2,1947,
60267963,nm0000884,Jennifer Beals,1237,1963,
60267964,nm0000885,Ned Beatty,1137,1937,2021
60267965,nm0000886,Warren Beatty,961,1937,
60267966,nm0000887,Harold Becker,929,1928,
60267967,nm0000888,Meret Becker,522,1969,
60267968,nm0000889,Bonnie Bedelia,2,1948,
60267969,nm0000890,Noah Beery Jr.,1137,1913,1994
60267970,nm0000891,Wallace Beery,169,1885,1949
60267971,nm0000892,Jason Beghe,38,1960,
60267972,nm0000893,Ed Begley Jr.,514,1949,
60267973,nm0000894,Jean-Jacques Beineix,721,1946,2022
60267974,nm0000895,Barbara Bel Geddes,2,1922,2005
60267975,nm0000896,Harry Belafonte,495,1927,2023
60267976,nm0000897,Ralph Bellamy,1137,1904,1991
60267977,nm0000898,Kathleen Beller,27,1956,
60267978,nm0000899,Monica Bellucci,1237,1964,
60267979,nm0000900,Pamela Bellwood,27,1944,
60267980,nm0000901,Jean-Paul Belmondo,222,1933,2021
60267981,nm0000902,Jim Belushi,1008,1954,
60267982,nm0000903,Brian Benben,1361,1956,
60267983,nm0000904,William Bendix,965,1906,1964
60267984,nm0000905,Roberto Benigni,1195,1952,
60267985,nm0000906,Annette Bening,1237,1958,
60267986,nm0000907,Richard Benjamin,514,1938,
60267987,nm0000908,David Bennent,506,1966,
60267988,nm0000909,Constance Bennett,1237,1904,1965
60267989,nm0000910,Joan Bennett,2,1910,1990
60267990,nm0000911,Nigel Bennett,169,1949,
60267991,nm0000912,Jack Benny,961,1894,1974
60267992,nm0000913,Robby Benson,169,1956,
60267993,nm0000914,Robert Benton,51,1932,
60267994,nm0000915,Bruce Beresford,51,1940,
60267995,nm0000916,Peter Berg,1361,1964,
60267996,nm0000917,Polly Bergen,989,1930,2014
60267997,nm0000918,Helmut Berger,1137,1944,2023
60267998,nm0000919,Senta Berger,1237,1941,
60267999,nm0000920,Patrick Bergin,961,1951,
60268000,nm0000921,Andrew Bergman,51,1945,
60268001,nm0000922,Sandahl Bergman,989,1951,
60268002,nm0000923,Busby Berkeley,310,1895,1976
60268003,nm0000924,Elizabeth Berkley,1237,1972,
60268004,nm0000925,Steven Berkoff,1195,1937,
60268005,nm0000926,Milton Berle,961,1908,2002
60268006,nm0000927,Irving Berlin,1082,1888,1989
60268007,nm0000928,Sandra Bernhard,678,1955,
60268008,nm0000929,Corbin Bernsen,1361,1954,
60268009,nm0000930,Elmer Bernstein,1082,1922,2004
60268010,nm0000931,Elizabeth Berridge,733,1962,
60268011,nm0000932,Halle Berry,249,1966,
60268012,nm0000933,Valerie Bertinelli,1237,1960,
60268013,nm0000934,Bernardo Bertolucci,51,1941,2018
60268014,nm0000935,Bibi Besch,27,1942,1996
60268015,nm0000936,Martine Beswick,989,1941,
60268016,nm0000937,Richard Beymer,1295,1939,
60268017,nm0000938,Daniela Bianchi,27,1942,
60268018,nm0000939,Adrian Biddle,1010,1952,2005
60268019,nm0000940,Bigas Luna,51,1946,2013
60268020,nm0000941,Kathryn Bigelow,249,1951,
60268021,nm0000942,Theodore Bikel,169,1924,2015
60268022,nm0000943,Traci Bingham,27,1968,
60268023,nm0000944,Antonia Bird,1282,1951,2013
60268024,nm0000945,Jane Birkin,598,1946,2023
60268025,nm0000946,Whit Bissell,1137,1909,1996
60268026,nm0000947,Karen Black,678,1939,2013
60268027,nm0000948,Shane Black,1195,1961,
60268028,nm0000949,Cate Blanchett,620,1969,
60268029,nm0000950,Brenda Blethyn,678,1946,
60268030,nm0000951,Joan Blondell,2,1906,1979
60268031,nm0000952,Hart Bochner,1195,1956,
60268032,nm0000953,Peter Bogdanovich,1195,1939,2022
60268033,nm0000954,Jon Bon Jovi,495,1962,
60268034,nm0000955,Ward Bond,1137,1903,1960
60268035,nm0000956,Lisa Bonet,598,1967,
60268036,nm0000957,Jan de Bont,898,1943,
60268037,nm0000958,John Boorman,51,1933,
60268038,nm0000959,Powers Boothe,1137,1948,2017
60268039,nm0000960,Barry Bostwick,961,1945,
60268040,nm0000961,Timothy Bottoms,38,1951,
60268041,nm0000962,Carole Bouquet,598,1957,
60268042,nm0000963,Stephen Boyd,961,1931,1977
60268043,nm0000964,Charles Boyer,961,1899,1978
60268044,nm0000965,Danny Boyle,514,1956,
60268045,nm0000966,Lorraine Bracco,249,1954,
60268046,nm0000967,Eric Braeden,38,1941,
60268047,nm0000968,Sonia Braga,1237,1950,
60268048,nm0000969,Lillo Brancato,38,1976,
60268049,nm0000970,Jonathan Brandis,217,1976,2003
60268050,nm0000971,Nicoletta Braschi,733,1960,
60268051,nm0000972,Tinto Brass,1195,1933,
60268052,nm0000973,Benjamin Bratt,514,1963,
60268053,nm0000974,Walter Brennan,1137,1894,1974
60268054,nm0000975,Robert Bresson,105,1901,1999
60268055,nm0000976,Martin Brest,514,1951,
60268056,nm0000977,Beau Bridges,514,1941,
60268057,nm0000978,Lloyd Bridges,169,1913,1998
60268058,nm0000979,Wilford Brimley,1306,1934,2020
60268059,nm0000980,Jim Broadbent,965,1949,
60268060,nm0000981,James Brolin,514,1940,
60268061,nm0000982,Josh Brolin,514,1968,
60268062,nm0000983,Albert Brooks,965,1947,
60268063,nm0000984,Avery Brooks,584,1948,
60268064,nm0000985,James L. Brooks,1283,1940,
60268065,nm0000986,Bryan Brown,1361,1947,
60268066,nm0000987,Jim Brown,514,1936,2023
60268067,nm0000988,Jerry Bruckheimer,257,1943,
60268068,nm0000989,Yul Brynner,514,1920,1985
60268069,nm0000990,Betty Buckley,1237,1947,
60268070,nm0000991,Geneviève Bujold,678,1942,
60268071,nm0000992,Billie Burke,2,1884,1970
60268072,nm0000993,Carol Burnett,1237,1933,
60268073,nm0000994,Raymond Burr,877,1917,1993
60268074,nm0000995,Ellen Burstyn,1237,1932,
60268075,nm0000996,LeVar Burton,514,1957,
60268076,nm0000997,Gary Busey,961,1944,
60268077,nm0000998,Jake Busey,1008,1971,
60268078,nm0000999,Red Buttons,965,1919,2006
60268079,nm0001000,Tom Byron,514,1961,
60268080,nm0001001,James Caan,169,1940,2022
60268081,nm0001002,Dean Cain,1361,1966,
60268082,nm0001003,Simon Callow,965,1949,
60268083,nm0001004,Billy Campbell,363,1959,
60268084,nm0001005,Jane Campion,51,1954,
60268085,nm0001006,John Candy,928,1950,1994
60268086,nm0001007,Dyan Cannon,678,1937,
60268087,nm0001008,Frank Capra,51,1897,1991
60268088,nm0001009,Kate Capshaw,1237,1953,
60268089,nm0001010,Capucine,27,1928,1990
60268090,nm0001011,Irene Cara,186,1959,2022
60268091,nm0001012,Claudia Cardinale,2,1938,
60268092,nm0001013,Harry Carey Jr.,1361,1921,2012
