professional_key,nconst,name,multiple_profession_key,birthyear,deathyear
60286653,nm0020610,James Allen,51,1935,2019
60286654,nm0020611,James Allen,1010,1930,2005
60286655,nm0020612,James Allen,506,,
60286656,nm0020613,James Allen,1278,,
60286657,nm0020614,James Allen,348,,
60286658,nm0020616,James Allen,81,,
60286659,nm0020617,James B. Allen,106,,
60286660,nm0020618,James C. Allen,1224,,
60286661,nm0020619,Jami Allen,123,,
60286662,nm0020620,Jamie Allen,33,,
60286663,nm0020621,Jamie Allen,1224,,
60286664,nm0020622,Jane Allen,722,1916,1970
60286665,nm0020623,Jane Allen,27,,
60286666,nm0020624,Janet Allen,27,,
60286667,nm0020625,Janet Allen,106,,
60286668,nm0020626,Janis Allen,1189,,
60286669,nm0020627,Janis Allen,27,,
60286670,nm0020628,Jared Allen,506,,
60286671,nm0020629,Jason Allen,506,,
60286672,nm0020630,Jason Allen,1132,1978,
60286673,nm0020631,Jay Allen,506,,
60286674,nm0020632,John Edward Allen,506,1950,1999
60286675,nm0020633,Jean Allen,27,1913,1990
60286676,nm0020634,Jeanne Allen,27,1991,
60286677,nm0020635,Jeff Allin,506,,
60286678,nm0020636,Jeff Allen,1154,,
60286679,nm0020637,Jeff Allen,812,,
60286680,nm0020638,Jeff Allen,531,,
60286681,nm0020639,Jeffrey Allen,506,1910,1991
60286682,nm0020640,Jeffrey T. Allen,423,,
60286683,nm0020641,Jenni Allen,27,,
60286684,nm0020642,Jennifer Allen,931,,
60286685,nm0020643,Jennifer Allen,812,,
60286686,nm0020644,Jennifer Allen,571,,
60286687,nm0020645,Jennifer Allen,1102,,
60286688,nm0020646,Jeremy Allen,506,,
60286689,nm0020647,Jerry R. Allen,867,,
60286690,nm0020648,Jessica Allen,106,,
60286691,nm0020649,Jessica Allen,27,,
60286692,nm0020650,Jessie Allen,27,,
60286693,nm0020651,Jill K. Allen,796,,
60286694,nm0020652,Jim Allen,506,,
60286695,nm0020653,Jim Allen,582,1926,1999
60286696,nm0020655,Jimmie Allen,506,1917,1995
60286697,nm0020657,Jo Allen,1207,,
60286698,nm0020658,Jo Harvey Allen,722,,
60286699,nm0020660,Joan Douglas,27,1959,
60286700,nm0020661,Joanne Allen,487,,
60286701,nm0020662,Jack guitarist Allen,506,,
60286702,nm0020663,Joe Allen,609,,
60286703,nm0020664,Joe Allen,506,1888,1955
60286704,nm0020665,Joel Allen,506,1913,1985
60286705,nm0020666,Joey Allen,506,,
60286706,nm0020667,Johannes Allen,1195,1916,1973
60286707,nm0020668,John Allen,506,,
60286708,nm0020669,John Allen,106,,
60286709,nm0020671,John Allen,315,,
60286710,nm0020672,John Allen,1049,,
60286711,nm0020673,John Allen,1080,,
60286712,nm0020674,John Allen,1224,,
60286713,nm0020675,John Allen,1224,,
60286714,nm0020676,John Allen,664,,
60286715,nm0020677,John Allen,506,1944,
60286716,nm0020678,John Allen,764,,
60286717,nm0020679,John Christopher Allen,506,1994,
60286718,nm0020683,John Henry Allen,506,1895,
60286719,nm0020684,John Logan Allen,106,,
60286720,nm0020685,John P. Allen,1140,,
60286721,nm0020686,John S. Allen,51,,
60286722,nm0020687,Johnie Mae Allen,27,,
60286723,nm0020689,Jon Allen,506,,
60286724,nm0020690,Jonas Allen,1080,1971,
60286725,nm0020691,Jonathan Allen,506,,
60286726,nm0020692,Jonathan Allen,730,,
60286727,nm0020693,Jonelle Allen,2,1948,
60286728,nm0020694,Joni Allen,406,,
60286729,nm0020695,Joseph Allen,506,1918,1962
60286730,nm0020696,Joseph Allen,1080,,
60286731,nm0020697,Joseph Allen,582,,
60286732,nm0020699,Joseph P. Allen,106,1937,
60286733,nm0020700,Josephine Allen,27,,
60286734,nm0020701,Joy Allen,27,1948,
60286735,nm0020702,Joyce Allen,27,1926,
60286736,nm0020703,Judith Allen,2,1911,1996
60286737,nm0020704,Judy Allen,867,,
60286738,nm0020705,June Allen,27,,
60286739,nm0020706,Junior Allen,506,,
60286740,nm0020707,Justin Allen,1108,1981,
60286741,nm0020708,Karen Price,1192,1960,
60286742,nm0020709,Kari Allen,27,1967,2011
60286743,nm0020710,Karli Allen,27,,
60286744,nm0020711,Kate Allen,1224,,
60286745,nm0020712,Katherine Allen,27,,
60286746,nm0020713,Kathleen Allen,27,,
60286747,nm0020714,Kathy Allen,1127,,
60286748,nm0020715,Katy Allen,27,,
60286749,nm0020716,Kayla Allen,449,,
60286750,nm0020717,Keith Allen,169,1953,
60286751,nm0020718,Keith Allen,106,,
60286752,nm0020721,Ken Allen,1140,,
60286753,nm0020722,Ken Allen,1154,,
60286754,nm0020723,Kenneth Allen,506,,
60286755,nm0020724,Kenneth P. Allen,506,,
60286756,nm0020725,Kenneth S. Allen,506,,
60286757,nm0020726,Kent Allen,77,,
60286758,nm0020727,Kenton Allen,1310,1965,
60286759,nm0020728,Kevin Allen,514,1962,
60286760,nm0020729,Kevin Allen,1140,,
60286761,nm0020730,Kevin Scott Allen,1361,,
60286762,nm0020731,Kim Allen,1140,,
60286763,nm0020732,Kimberly Allen,947,,
60286764,nm0020733,Kip Allen,506,1945,2023
60286765,nm0020734,Kirk Allen,858,,
60286766,nm0020735,Kirstin Allen,27,,
60286767,nm0020736,Kirtus Allen,506,,
60286768,nm0020737,Kjerste Allen,110,,
60286769,nm0020738,Koury Allen,506,,
60286770,nm0020739,Krista Allen,2,,
60286771,nm0020740,Kristen Allen,580,,
60286772,nm0020741,Kristie Allen,27,,
60286773,nm0020742,Kristina Allen,258,,
60286774,nm0020743,Lakeesha E. Allen,27,,
60286775,nm0020745,Lance Allen,164,,
60286776,nm0020746,Lance Allen,609,,
60286777,nm0020748,Larry Allen,582,,
60286778,nm0020749,Larry Allen,895,,
60286779,nm0020750,Laura Allen,27,,
60286780,nm0020751,Laura Allen,27,1974,
60286781,nm0020752,Laurie Allen,485,,
60286782,nm0020754,Lee Allen,506,,
60286783,nm0020755,Lee Allen,1010,,
60286784,nm0020756,Lee Allen,506,,
60286785,nm0020757,Leigh Allen,506,1896,1984
60286786,nm0020758,Leonard Allen,971,,
60286787,nm0020759,LeRoy Allen,506,,
60286788,nm0020760,Les Allen,506,1902,1996
60286789,nm0020761,Leslie Allen,506,,
60286790,nm0020762,Leslie Allen,27,,
60286791,nm0020763,Lester Allen,506,1891,1949
60286792,nm0020764,Lew Allen,103,,
60286793,nm0020765,Lewis Allen,342,1905,2000
60286794,nm0020767,Lewis M. Allen,423,1922,2003
60286795,nm0020768,Lillian Allen,27,,
60286796,nm0020769,Lillian Allen,449,,
60286797,nm0020770,Lily Allen,186,1985,
60286798,nm0020771,Linda Allen,304,,
60286799,nm0020772,Linda Lou Allen,27,1954,
60286800,nm0020773,Lindsay Allen,27,,
60286801,nm0020774,Lindsley Allen,734,1965,
60286802,nm0020775,Linwood Allen,991,,
60286803,nm0020776,Lisa Allen,27,,
60286804,nm0020777,Lisa Beth Allen,27,,
60286805,nm0020778,Lisa-Marie Allen,734,1960,
60286806,nm0020779,Lisa-Erin Allen,27,,
60286807,nm0020780,Lloyd Allen,270,1918,1998
60286808,nm0020781,Lois Allen,733,,
60286809,nm0020782,Loraine Allen,27,,
60286810,nm0020783,Lorenzo Allen,506,,
60286811,nm0020784,Lorey Allen,27,,
60286812,nm0020786,Lucille Allen,27,,
60286813,nm0020787,Lucille Allen,27,,
60286814,nm0020788,Lucy Allen,1192,,
60286815,nm0020789,Lynne Allen,27,1923,1972
60286816,nm0020790,M.R. Allen,348,,
60286817,nm0020791,Mabel Allen,27,,
60286818,nm0020792,MacKenzie Allen,506,,
60286819,nm0020793,Madeline Allen,582,,
60286820,nm0020794,Maggie Allen,1287,,
60286821,nm0020795,Mandy Allen,348,,
60286822,nm0020796,Marc Allen,506,,
60286823,nm0020798,Margaret Allen,27,,
60286824,nm0020799,Margot Allen,1161,,
60286825,nm0020800,Marilyn Allen,27,,
60286826,nm0020801,Marit Allen,94,1941,2007
60286827,nm0020802,Mark Allen,506,1920,2003
60286828,nm0020803,Mark Allen,506,,
60286829,nm0020804,Mark Gilvary,1361,1960,
60286830,nm0020805,Mark Allen,1049,,
60286831,nm0020806,Mark Allen,506,,
60286832,nm0020807,Mark Allen,506,,
60286833,nm0020808,Mark Allen,1113,,
60286834,nm0020809,Mark Allen,106,,
60286835,nm0020810,Mark G. Allen,506,,
60286836,nm0020811,Mark S. Allen,1361,,
60286837,nm0020812,Marsh Allen,506,1870,1928
60286838,nm0020813,Marshall Allen,506,1925,
60286839,nm0020814,Martin Allen,582,1950,
60286840,nm0020815,Martin Allen,506,,
60286841,nm0020816,Martin Allen,106,,
60286842,nm0020817,Martin Allen,356,,
60286843,nm0020818,Mary Allen,27,,
60286844,nm0020819,Mary Marsh Allen,27,,
60286845,nm0020820,Matt Allen,1321,,
60286846,nm0020821,Matthew Allen,1195,1958,
60286847,nm0020822,Maude Allen,2,1887,1960
60286848,nm0020824,Maureen Allen,27,,
60286849,nm0020825,Maurice Allen,348,,
60286850,nm0020826,May Allen,27,,
60286851,nm0020827,Mel Allen,1195,1913,1996
60286852,nm0020828,Melanie Allen,1087,,
60286853,nm0020829,Melinda Allen,462,1972,
60286854,nm0020830,Melissa Allen-Weiser,401,,
60286855,nm0020831,Melody Allen,895,,
60286856,nm0020832,Melvin F. Allen,506,1933,1992
60286857,nm0020833,Michael Allen,506,,
60286858,nm0020834,Michael Allen,609,,
60286859,nm0020835,Michael Allen,797,,
60286860,nm0020836,Michael Allen,506,,
60286861,nm0020837,Michael V. Allen,506,,
60286862,nm0020838,Michelle Allen,1060,,
60286863,nm0020839,Michelle Allen,1224,,
60286864,nm0020840,Michelle Allen,449,,
60286865,nm0020841,Mik Allen,1010,,
60286866,nm0020842,Mike Allen,1036,,
60286867,nm0020845,Kamian Allen,27,1978,
60286868,nm0020846,Miss Allen,27,,
60286869,nm0020847,Mitchell Allen,506,,
60286870,nm0020848,Mollie Allen,1080,,
60286871,nm0020849,Monica Allen,466,,
60286872,nm0020850,Monica Allen,27,,
60286873,nm0020851,Mozelle Hawkins Allen,27,,
60286874,nm0020852,Muriel Ali,27,,
60286875,nm0020853,Nancy Allen,175,,
60286876,nm0020854,Nancy Allen,110,,
60286877,nm0020855,Nancy Allen,812,,
60286878,nm0020857,Naomi Lee Allen,27,,
60286879,nm0020858,Natalie Allen,27,,
60286880,nm0020859,Nathan Allen,508,,
60286881,nm0020860,Neal Allen,1132,,
60286882,nm0020861,Nellie Allen,27,1881,1968
60286883,nm0020862,Nellja Allen,27,,
60286884,nm0020863,Nicholas R. Allen,348,1965,
60286885,nm0020864,Nick Allen,206,,
60286886,nm0020865,Nicolas Allen,506,,
60286887,nm0020866,Nita Allen,27,,1915
60286888,nm0020867,Nita Woods Allen,27,,
60286889,nm0020868,Norma Allen,732,,
60286890,nm0020869,Norman Allen,506,1939,
60286891,nm0020870,Oliver C. Allen,506,,
60286892,nm0020871,Pamela Allen,151,,
60286893,nm0020872,Pamela Allen,27,,
60286894,nm0020873,Pat Allen,609,,
60286895,nm0020874,Patti Allen,123,,
60286896,nm0020875,Patricia Allon,27,,
60286897,nm0020877,Patrick Allen,1154,,
60286898,nm0020878,Patrick Allen,511,,
60286899,nm0020879,Patrick Allen,423,1968,
60286900,nm0020880,Patrick W. Allen,506,,
60286901,nm0020881,Patrie Allen,27,,
60286902,nm0020884,Patty Allen,127,,
60286903,nm0020885,Paul Allen,1108,1953,2018
60286904,nm0020886,Paul Allen,962,,
60286905,nm0020887,Paul V. Allen Sr.,1174,,
60286906,nm0020888,Paul Allen,348,,
60286907,nm0020889,Paul Allen,1161,,
60286908,nm0020890,Paul Allen,506,,
60286909,nm0020892,Paul H. Allen,1010,1895,1956
60286910,nm0020893,Paul Norman Allen,506,,
60286911,nm0020894,Paula Allen,348,,
60286912,nm0020895,Paula Allen,27,,
60286913,nm0020896,Peg Allen,27,,
60286914,nm0020897,Penelope Allen,1030,,
60286915,nm0020898,Petal Allen,734,,
60286916,nm0020899,Peter Allen,1169,1944,1992
60286917,nm0020900,Peter Allen,506,1920,2016
60286918,nm0020901,Peter Allen,51,,
60286919,nm0020902,Peter Allen,1080,,
60286920,nm0020903,Peter Allen,1154,,
60286921,nm0020904,Peter Allen,246,,
60286922,nm0020905,Peter Allen,506,,
60286923,nm0020906,Peter Allen,1082,,
60286924,nm0020907,Peter Allen,1224,,
60286925,nm0020908,Peter Allen,1224,,
60286926,nm0020909,Phil Allen,506,,
60286927,nm0020910,Philip Allen,1261,,
60286928,nm0020912,Phillip R. Allen,506,1939,2012
60286929,nm0020913,Phoebe Allen,27,,
60286930,nm0020914,Phyllis Allen,27,1861,1938
60286931,nm0020915,Pikke Allen,812,,
60286932,nm0020916,Priscilla Allen,27,1938,2008
60286933,nm0020917,R.G. Allen,506,1924,1981
60286934,nm0020918,R.S. Allen,1189,1924,1981
60286935,nm0020919,Rachel Allen,1379,,
60286936,nm0020920,Rachel Allen,531,,
60286937,nm0020921,Radford Allen,506,,
60286938,nm0020922,Rae Allen,2,1926,2022
60286939,nm0020923,Ralph Allen,758,,
60286940,nm0020924,Randa Allen,27,,
60286941,nm0020925,Randee Allen,27,,
60286942,nm0020926,Randi Allen,27,,
60286943,nm0020927,Randy Allen,27,1929,1988
60286944,nm0020928,Ray Allen,506,1925,2019
60286945,nm0020929,Ray Allen,506,,
60286946,nm0020930,Rae Allen,27,,
60286947,nm0020931,Ray Allen,38,1975,
60286948,nm0020932,Ray Allen,506,,
60286949,nm0020933,Raymond Allen,1306,1929,2020
60286950,nm0020934,Raymond Allen,582,1940,2022
60286951,nm0020935,Rebecca Allen,867,,
60286952,nm0020936,Rebecca Allen,990,,
60286953,nm0020938,Reed Allen,1306,,
60286954,nm0020939,Reed Allen,506,,
60286955,nm0020940,Reg Allen,304,1917,1989
60286956,nm0020942,Rex Allen,1169,1920,1999
60286957,nm0020943,Reynolds Allen,506,,
60286958,nm0020944,Rheuben Allen,1080,,
60286959,nm0020945,Rheuben Allen,609,,
60286960,nm0020946,Rhoda Allen,1080,,
60286961,nm0020947,Ricca Allen,27,1863,1949
60286962,nm0020948,Richard Allen,506,1871,1940
60286963,nm0020949,Richard Allen,1132,,
60286964,nm0020951,Rick Allen,107,,
60286965,nm0020953,Richard Allen,506,,
60286966,nm0020955,Richard Allen,506,,
60286967,nm0020956,Richard Allen,764,,
60286968,nm0020959,Richard Allen,281,,
60286969,nm0020961,Richard C. Allen,136,,
60286970,nm0020962,Richard D. Allen,1239,,
60286971,nm0020963,Richard Allen,1010,,
60286972,nm0020965,Richard T. Allen,1224,,
60286973,nm0020966,Richard V. Allen,506,,
60286974,nm0020967,Richard Ward Allen,81,,
60286975,nm0020968,Rick Allen,609,,
60286976,nm0020969,Ricky Allen,506,,
60286977,nm0020970,Rick Allen,1140,,
60286978,nm0020971,Rick Allen,506,,
60286979,nm0020974,Rita Allen,27,,
60286980,nm0020975,Rob Allen,506,,
60286981,nm0020976,Rob Allen,1371,,
60286982,nm0020977,Robbie Allen,506,,
60286983,nm0020978,Robbie Allen,423,,
60286984,nm0020979,Robert Allen,1137,1906,1998
60286985,nm0020980,Robert Allen,731,1909,2008
60286986,nm0020983,Robert Allen,1140,,
60286987,nm0020984,Robert Allen,51,1917,2005
60286988,nm0020985,Robert Allen,1224,,
60286989,nm0020986,Robert Allen,506,,
60286990,nm0020987,Robert Allen,1224,,
60286991,nm0020988,Robert Allen,1082,1928,2000
60286992,nm0020989,Robert J. Allen,1080,,
60286993,nm0020990,Robert John Allen,506,,
60286994,nm0020991,Robert Lee Allen,506,,
60286995,nm0020992,Robert W. Allen,38,,
60286996,nm0020993,Robin Allen,104,,
60286997,nm0020994,Robin Allen,359,,
60286998,nm0020996,Robyn Allen,27,,
60286999,nm0020997,Rochelle S. Allen,602,,
60287000,nm0020998,Rocqueford Allen,506,,
60287001,nm0020999,Roger Allan,1373,1940,
60287002,nm0021000,Roger Allen,1306,,
60287003,nm0021001,Ron Allen,1082,,
60287004,nm0021002,Ron Allen,506,,
60287005,nm0021003,Ron Allen,1231,,
60287006,nm0021004,Ronald Allen,1137,1930,1991
60287007,nm0021005,Ronn Allen,506,,
60287008,nm0021006,Ronnie Allen,506,,
60287009,nm0021007,Rosa Allen,348,,
60287010,nm0021008,Rosalind Allen,27,1957,
60287011,nm0021009,Rose Allen,27,1885,1977
60287012,nm0021010,Rosemary Allen,27,,
60287013,nm0021011,Ross Allen,29,1908,1981
60287014,nm0021012,Roy L. Allen,582,,
60287015,nm0021014,Russ Allen,506,1917,1992
60287016,nm0021015,Russell Allen,732,,
60287017,nm0021016,Russell Allen,1306,,
60287018,nm0021017,Russell D. Allen,939,,
60287019,nm0021018,Rusty Allen,27,1944,2004
60287020,nm0021019,Ruth Allen,27,,
60287021,nm0021020,Ruth Allen,27,1884,1969
60287022,nm0021021,Ryan Allen,734,1972,
60287023,nm0021022,Sabrina Allen,620,1974,
60287024,nm0021023,Sage Allen,27,,
60287025,nm0021024,Sally Anne Allen,27,,
60287026,nm0021025,Sam Allen,506,1861,1934
60287027,nm0021026,Sam Allen,506,,
60287028,nm0021027,Sam J. Allen,106,,
60287029,nm0021028,Samantha Allen,190,,
60287030,nm0021030,Sandra Allen,1376,,
60287031,nm0021031,Sandra Elaine Allen,27,1955,2008
60287032,nm0021032,Sanford Allen,1169,,
60287033,nm0021033,Sara Allen,1237,,
60287034,nm0021034,Sarah Allen,27,,
60287035,nm0021035,Sarge Allen,506,,2002
60287036,nm0021036,Sarita Allen,27,,
60287037,nm0021037,Scott Allen,51,,
60287038,nm0021038,Scott Allen,506,,
60287039,nm0021039,Scott Allen,506,,
60287040,nm0021040,Scott Allen,609,,
60287041,nm0021041,Scott Arthur Allen,514,1938,2015
60287042,nm0021042,Sean Allen,27,,
60287043,nm0021043,Sean Allen,506,,
60287044,nm0021044,Sean Allen,699,,
60287045,nm0021045,Sean M. Allen,506,,
60287046,nm0021046,Sean Michael Allen,38,1968,
60287047,nm0021047,Sebastian Allen,506,,
60287048,nm0021048,Selana Allen,449,,
60287049,nm0021049,Seth Allen,506,1941,1986
60287050,nm0021050,Seth Allen,33,,
60287051,nm0021051,Shad Allen,423,,
60287052,nm0021052,Sheila Allen,733,1929,2013
60287053,nm0021053,Sheila Allen,1127,1964,2015
60287054,nm0021054,Shelley Allen,27,,
60287055,nm0021055,Sherry Allen,27,,
60287056,nm0021056,Sian Barbara Allen,722,1946,
60287057,nm0021058,Simon Allen,895,,
60287058,nm0021059,Simone Allen,27,,
60287059,nm0021060,Slim Allen,506,,
60287060,nm0021061,Sonny Allen,106,,
60287061,nm0021062,Sonny Allen,506,,
60287062,nm0021063,Spencer Allen,506,,
60287063,nm0021064,Stacy Allen,27,,
60287064,nm0021065,Stanford C. Allen,26,,
60287065,nm0021066,Stephanie Allen,27,,
60287066,nm0021067,Stephanie Allen,1154,,
60287067,nm0021068,Steve Allen,106,,
60287068,nm0021070,Steve Allen,106,,
60287069,nm0021071,Steve Allen,506,,
60287070,nm0021072,Steve Allen,1332,,
60287071,nm0021073,Steven Allen,1185,,
60287072,nm0021074,Steven A. Allen,609,,
60287073,nm0021075,Steven Eric Allen,1369,,
60287074,nm0021076,Steven G. Allen,506,,
60287075,nm0021077,Stevie Allen,506,,2023
60287076,nm0021078,Stewart Allen,506,,
60287077,nm0021079,Stuart Allen,1282,1931,2019
60287078,nm0021080,Stuart Allen,519,,
60287079,nm0021081,Sue Allen,406,,
60287080,nm0021083,Susan F. Allen,27,,
60287081,nm0021084,Susie Allen,106,,
60287082,nm0021085,Sylvester Allen,315,,
60287083,nm0021086,Sylvia Allen,27,,
60287084,nm0021087,Ta-Ronce Allen,27,1960,
60287085,nm0021088,Tabatha Allen,27,,
60287086,nm0021089,Tabitha Allen,27,,
60287087,nm0021090,Tamara Allen,123,,
60287088,nm0021091,Tanya Allen,27,1975,
60287089,nm0021092,Taylor Allen,27,,
60287090,nm0021094,Ted Allen,356,,
60287091,nm0021096,Teresa Mae Allen,27,,
60287092,nm0021097,Terra Allen,27,,
60287093,nm0021098,Terry Allen,588,,
60287094,nm0021099,Terry Lynn Allen,1343,,
60287095,nm0021100,Tessa Allen,27,1996,
60287096,nm0021101,Tex Allen,506,,
60287097,nm0021102,Theresa Allen,734,1908,1997
60287098,nm0021104,Thomas Allen,1224,,
60287099,nm0021105,Thomas Allen,1137,1944,
60287100,nm0021107,Thomas B. Allen,699,1929,
60287101,nm0021108,Thomas E. Allen,348,,
60287102,nm0021109,Tillie Allen,27,,
60287103,nm0021110,Tim Allen,1087,,
60287104,nm0021111,Timothy Allen,506,,
60287105,nm0021112,Todd Allen,1361,1960,
60287106,nm0021113,F. Todd Allen,106,1968,
60287107,nm0021114,Tom Allen,506,,
60287108,nm0021115,Tom Allen,609,,
60287109,nm0021116,Tommy Allen,1201,,
60287110,nm0021117,Tom Allen,895,,
60287111,nm0021118,Tom Allen,506,,
60287112,nm0021119,Tommy Allen,121,,
60287113,nm0021122,Tommy Allen,506,,
60287114,nm0021124,Tony Allen,506,,
60287115,nm0021125,Tony Allen,506,,
60287116,nm0021126,Tracey Allen,27,,
60287117,nm0021127,Trenton Allen,849,,
60287118,nm0021128,Trevor Allen,1140,,
60287119,nm0021129,Trish Allen,734,,
60287120,nm0021130,Troy Allen,206,,
60287121,nm0021131,Tyler Allen,1046,,
60287122,nm0021132,Tyrees Allen,506,1954,
60287123,nm0021134,Valerie Allen,733,1936,2013
60287124,nm0021135,Vance Allen,506,,
60287125,nm0021136,Vera Allen,27,1897,1987
60287126,nm0021137,Vernett Allen,506,,
60287127,nm0021138,Veronica Allen,27,,
60287128,nm0021139,Victor Allen,506,,
60287129,nm0021140,Victoria Allen,734,,
60287130,nm0021141,Viktor Allen,506,,
60287131,nm0021142,Viola Allen,27,1869,1948
60287132,nm0021143,Vivian Allen,27,,
60287133,nm0021144,Vivien Allen,106,,
60287134,nm0021145,W. Gordon Allen,1189,1920,1988
60287135,nm0021146,W.H. Allen,582,,
60287136,nm0021147,W.J. Allen,506,,
60287137,nm0021148,Waide R. Allen,1241,,
60287138,nm0021149,Walter Allen,106,,
60287139,nm0021150,Wanda Allen,27,,
60287140,nm0021151,Ward 'Kip' Allen,506,,
60287141,nm0021152,Wayne Allen,1082,1903,1969
60287142,nm0021153,Waz Allen,506,,
60287143,nm0021154,Weldon Allen,506,,
60287144,nm0021155,Wendy Allen,1224,,
60287145,nm0021156,Wendy Cyresse Allen,106,,
60287146,nm0021157,Whitney Allen,733,1973,
60287147,nm0021158,Willi Allen,506,1909,1969
60287148,nm0021159,William Allen,1224,,
60287149,nm0021162,Willy Allen,1343,,
60287150,nm0021163,Winifred Allen,27,1896,1943
60287151,nm0021164,Wynne Hope Allen,27,1877,
60287152,nm0021165,Yamaeh Allen,506,,
60287153,nm0021166,Zachary M. Allen,506,,
60287154,nm0021167,Charles Allen-Anderson,506,,
60287155,nm0021168,Amy Allen-Clegg,485,,
60287156,nm0021170,Sheila Allen-Jones,27,,
60287157,nm0021171,David Allen-Nunn,909,,
60287158,nm0021172,Robin Allen-Paris,1341,,
60287159,nm0021173,Tessa Allen-Ridge,27,,
60287160,nm0021174,Richard Allen-Turner,276,,
60287161,nm0021175,Andrea Allen-Wiley,1283,,
60287162,nm0021176,Karine Allenbach,6,,
60287163,nm0021177,Susan Allenback,947,1952,
60287164,nm0021178,Genevieve Allenbury,989,1952,
60287165,nm0021179,Dave Allenby,506,,
60287166,nm0021181,Frank Allenby,506,1894,1953
60287167,nm0021182,John Allenby,1224,1945,
60287168,nm0021183,Kate Allenby,27,,
60287169,nm0021184,Marlon Allenby,506,,
60287170,nm0021185,Peggy Allenby,27,1896,1966
60287171,nm0021186,Peter Allenby,506,,
60287172,nm0021187,Tamba Allen,506,1941,2016
60287173,nm0021189,Alfredo Allende,906,,
60287174,nm0021191,Cristina Allende,27,,
60287175,nm0021192,Edward Allende,506,,
60287176,nm0021193,Fernando Allende,1361,,
60287177,nm0021194,Gonzalo Allende,736,,
60287178,nm0021196,Isabel Allende,620,1942,
60287179,nm0021197,Jorge Allende,506,1927,1993
60287180,nm0021198,Juan Allende,770,1939,1985
60287181,nm0021199,Torbe,514,1969,
60287182,nm0021200,Octavio Allende,506,,
60287183,nm0021202,Santiago Allende,506,,
60287184,nm0021203,Lisa Nanette Allender,27,,
60287185,nm0021204,Rick Allender,1010,,
60287186,nm0021205,Reinhard Allendorf,506,,
60287187,nm0021206,John Allendorfer,506,,
60287188,nm0021207,Nan Allendorfer,686,,
60287189,nm0021209,Bradley Allenstein,582,,
60287190,nm0021210,Georgio,1195,1963,
60287191,nm0021211,Lis Allentoft,27,1916,2011
60287192,nm0021212,Sarah Allentuch,156,,
60287193,nm0021213,Daniel Allentuck,51,1950,
60287194,nm0021214,Katherine Allentuck,27,1954,
60287195,nm0021215,Mademoiselle Allençon,27,,
60287196,nm0021216,Alicia Aller,27,1940,2008
60287197,nm0021217,Robert Aller,1283,,
60287198,nm0021218,Bruno Aller,1224,,
60287199,nm0021219,Caroline Aller,1379,,
60287200,nm0021220,Chris Aller,506,,
60287201,nm0021221,David Aller,506,,
60287202,nm0021222,Gina G. Aller,490,,
60287203,nm0021223,Gloria Aller,1080,,
60287204,nm0021224,Gyda Aller,27,,
60287205,nm0021225,Javier Aller,1140,1972,2018
60287206,nm0021226,Joe Aller,151,1882,1950
60287207,nm0021227,John Aller,506,1957,1997
60287208,nm0021228,Jose F. Rodriguez Aller,764,,
60287209,nm0021229,Josh Aller,1154,,
60287210,nm0021230,Kirsten Aller,27,1927,1999
60287211,nm0021232,Luis Aller,506,,
60287212,nm0021233,Luis Aller,1195,1961,
60287213,nm0021234,Mark van Aller,767,,
60287214,nm0021235,Mavis Aller,106,,
60287215,nm0021236,Michel Aller,6,,
60287216,nm0021237,Mavis,457,,
60287217,nm0021238,Paulette Aller,867,,
60287218,nm0021240,Tanja Aller,1224,,
60287219,nm0021241,Victor Aller,640,,
60287220,nm0021242,Thomas Allercrantz,1132,1954,
60287221,nm0021243,Simon Allerdice,609,,
60287222,nm0021244,Eleonore Allerdings,27,,
60287223,nm0021245,Anna Allergren,1139,,
60287224,nm0021246,Adele Allerhand,27,,
60287225,nm0021247,Steven Allerick,313,,
60287226,nm0021248,Franz Allers,784,1905,1995
60287227,nm0021249,Roger Allers,865,,
60287228,nm0021250,Rosmarie Allers,27,,
60287229,nm0021251,Alexander Allerson,506,1930,
60287230,nm0021252,Belinda Allerston,27,,
60287231,nm0021253,Kathryn Allerston,27,,
60287232,nm0021254,Caroline Allert,106,,
60287233,nm0021255,Dave Allert,506,,
60287234,nm0021256,Horst Allert,110,,
60287235,nm0021257,Wiebke Allert,27,,
60287236,nm0021258,Jacqueline Allerton,27,,
60287237,nm0021259,Mark Allerton,582,,
60287238,nm0021260,Richard Allerton,1080,,
60287239,nm0021261,Albert Allerup,506,,
60287240,nm0021262,Achala Alles,27,,
60287241,nm0021263,James P. Alles,1087,,
60287242,nm0021264,Pilar Alessandra,836,,
60287243,nm0021265,Penny Allesio,106,,
60287244,nm0021266,Stephanie Allespach,609,,
60287245,nm0021267,Aldo Alessandri,664,,
60287246,nm0021268,Alex Alessandroni,1082,,
60287247,nm0021269,Allessanora,27,,
60287248,nm0021271,Sophie Allet-Coche,1248,1962,
60287249,nm0021272,Martine Alleton,737,,
60287250,nm0021273,Philippe Alleton,1173,,
60287251,nm0021274,Les Allett,569,,
60287252,nm0021275,Mark Allett,797,,
60287253,nm0021276,Ron Allett,1224,,
60287254,nm0021277,Steve Allett,1224,,
60287255,nm0021279,Aldo Alleva,506,,
60287256,nm0021280,Danilo Alleva,506,,
60287257,nm0021281,Stefano Alleva,270,,
60287258,nm0021282,Saverina Allevato,692,,
60287259,nm0021283,Ludovic Halévy,216,1834,1908
